0	13
1	21
2	10
3	10
4	11
5	7
6	16
7	14
8	11
9	5
10	21
11	15
12	15
13	12
14	10
15	16
16	14
17	11
18	15
19	15
20	11
21	12
22	17
23	9
24	16
25	14
26	14
27	17
28	15
29	14
30	12
31	18
32	15
33	10
34	16
35	9
36	7
37	15
38	9
39	11
40	9
41	15
42	12
43	11
44	18
45	11
46	20
47	9
48	12
49	19
50	10
51	12
52	17
53	12
54	9
55	14
56	16
57	9
58	9
59	13
60	21
61	7
62	17
63	17
64	15
65	14
66	12
67	17
68	15
69	8
70	17
71	17
72	16
73	13
74	6
75	19
76	7
77	12
78	12
79	13
80	20
81	8
82	10
83	16
84	9
85	14
86	17
87	20
88	12
89	9
90	13
91	11
92	10
93	14
94	13
95	8
96	13
97	8
98	13
99	10
100	17
101	9
102	10
103	9
104	21
105	11
106	10
107	16
108	18
109	13
110	14
111	12
112	13
113	13
114	11
115	15
116	14
117	16
118	14
119	10
120	11
121	9
122	16
123	9
124	12
125	12
126	18
127	21
128	14
129	9
130	11
131	7
132	14
133	8
134	12
135	14
136	14
137	11
138	15
139	19
140	10
141	17
142	12
143	13
144	10
145	11
146	14
147	16
148	8
149	7
150	16
151	12
152	12
153	11
154	15
155	11
156	7
157	13
158	11
159	18
160	17
161	15
162	11
163	13
164	14
165	14
166	9
167	12
168	17
169	16
170	15
171	7
172	15
173	16
174	8
175	14
176	12
177	15
178	10
179	11
180	13
181	14
182	13
183	16
184	16
185	15
186	11
187	15
188	16
189	12
190	12
191	9
192	22
193	9
194	9
195	10
196	12
197	13
198	10
199	21
200	11
201	12
202	8
203	9
204	7
205	18
206	14
207	12
208	15
209	10
210	18
211	11
212	19
213	7
214	13
215	17
216	16
217	10
218	15
219	18
220	14
221	19
222	13
223	7
224	11
225	15
226	17
227	12
228	17
229	9
230	17
231	15
232	6
233	13
234	15
235	13
236	19
237	14
238	10
239	12
240	11
241	11
242	10
243	11
244	15
245	11
246	8
247	10
248	12
249	19
250	14
251	9
252	12
253	18
254	12
255	10
256	14
257	11
258	6
259	12
260	11
261	16
262	16
263	14
264	12
265	11
266	10
267	15
268	20
269	14
270	18
271	13
272	8
273	13
274	15
275	22
276	14
277	10
278	21
279	13
280	14
281	13
282	15
283	17
284	11
285	14
286	9
287	13
288	13
289	14
290	10
291	7
292	12
293	9
294	10
295	10
296	13
297	12
298	10
299	16
300	10
301	10
302	10
303	13
304	14
305	13
306	18
307	6
308	13
309	15
310	15
311	8
312	15
313	13
314	8
315	15
316	18
317	16
318	14
319	9
320	8
321	14
322	12
323	15
324	9
325	14
326	14
327	17
328	10
329	14
330	7
331	15
332	13
333	13
334	19
335	5
336	9
337	15
338	14
339	16
340	12
341	13
342	19
343	9
344	13
345	11
346	22
347	13
348	13
349	15
350	21
351	10
352	9
353	11
354	14
355	14
356	9
357	21
358	14
359	17
360	9
361	12
362	9
363	11
364	12
365	13
366	12
367	9
368	13
369	10
370	18
371	15
372	12
373	13
374	18
375	12
376	15
377	15
378	16
379	13
380	12
381	12
382	13
383	12
384	17
385	11
386	11
387	14
388	9
389	13
390	15
391	16
392	12
393	12
394	13
395	9
396	13
397	15
398	11
399	11
400	15
401	10
402	10
403	14
404	9
405	16
406	15
407	13
408	15
409	13
410	9
411	7
412	14
413	11
414	16
415	8
416	11
417	13
418	10
419	10
420	12
421	13
422	16
423	12
424	15
425	14
426	9
427	3
428	10
429	13
430	14
431	10
432	11
433	17
434	10
435	19
436	8
437	9
438	10
439	10
440	7
441	12
442	17
443	14
444	8
445	19
446	20
447	18
448	16
449	5
450	15
451	8
452	10
453	13
454	12
455	15
456	11
457	14
458	14
459	18
460	8
461	9
462	9
463	22
464	9
465	14
466	10
467	13
468	13
469	19
470	10
471	20
472	16
473	12
474	4
475	16
476	14
477	9
478	18
479	17
480	19
481	13
482	14
483	14
484	20
485	14
486	10
487	15
488	19
489	13
490	14
491	15
492	19
493	8
494	11
495	17
496	18
497	15
498	10
499	14
