0	10
1	10
2	10
3	10
4	7
5	6
6	9
7	7
8	6
9	8
10	10
11	7
12	9
13	7
14	7
15	8
16	9
17	9
18	4
19	8
20	3
21	4
22	9
23	5
24	6
25	11
26	9
27	4
28	8
29	8
30	8
31	4
32	4
33	7
34	7
35	7
36	6
37	7
38	11
39	5
40	6
41	8
42	5
43	10
44	10
45	10
46	1
47	7
48	10
49	7
50	7
51	9
52	6
53	3
54	3
55	4
56	8
57	7
58	4
59	4
60	7
61	8
62	8
63	7
64	4
65	10
66	6
67	9
68	3
69	3
70	12
71	8
72	5
73	10
74	8
75	6
76	8
77	9
78	8
79	10
80	4
81	7
82	6
83	6
84	6
85	6
86	5
87	8
88	9
89	5
90	13
91	3
92	4
93	3
94	4
95	4
96	14
97	5
98	6
99	2
100	15
101	2
102	12
103	4
104	5
105	11
106	8
107	7
108	3
109	7
110	5
111	5
112	7
113	2
114	7
115	5
116	2
117	8
118	5
119	2
120	5
121	8
122	6
123	4
124	10
125	2
126	5
127	9
128	12
129	9
130	3
131	5
132	7
133	9
134	9
135	7
136	7
137	3
138	3
139	5
140	7
141	5
142	6
143	5
144	8
145	8
146	9
147	5
148	6
149	3
150	5
151	5
152	6
153	7
154	2
155	6
156	4
157	11
158	7
159	6
160	9
161	5
162	7
163	12
164	5
165	5
166	6
167	3
168	4
169	8
170	11
171	2
172	8
173	9
174	8
175	3
176	8
177	6
178	3
179	8
180	2
181	7
182	7
183	4
184	2
185	5
186	5
187	8
188	4
189	10
190	6
191	8
192	9
193	3
194	3
195	7
196	7
197	3
198	7
199	9
200	7
201	7
202	7
203	12
204	7
205	8
206	4
207	1
208	6
209	5
210	7
211	8
212	6
213	9
214	10
215	9
216	14
217	4
218	9
219	7
220	3
221	11
222	3
223	6
224	8
225	12
226	7
227	10
228	7
229	5
230	8
231	4
232	7
233	5
234	9
235	6
236	5
237	4
238	4
239	11
240	2
241	3
242	3
243	4
244	3
245	5
246	6
247	9
248	4
249	6
250	6
251	14
252	9
253	10
254	7
255	2
256	9
257	12
258	9
259	7
260	3
261	9
262	8
263	8
264	5
265	6
266	4
267	6
268	5
269	4
270	6
271	8
272	6
273	9
274	8
275	10
276	5
277	5
278	5
279	6
280	3
281	9
282	9
283	7
284	6
285	8
286	7
287	5
288	7
289	8
290	6
291	7
292	12
293	8
294	6
295	5
296	9
297	1
298	2
299	6
300	6
301	8
302	8
303	5
304	8
305	5
306	4
307	9
308	8
309	10
310	9
311	4
312	5
313	4
314	10
