0	9
1	7
2	11
3	7
4	4
5	1
6	4
7	6
8	7
9	6
10	15
11	3
12	7
13	8
14	3
15	10
16	6
17	6
18	8
19	6
20	7
21	10
22	8
23	6
24	9
25	7
26	5
27	2
28	9
29	2
30	8
31	8
32	8
33	9
34	8
35	8
36	7
37	8
38	7
39	8
40	13
41	12
42	7
43	3
44	10
45	12
46	6
47	4
48	8
49	6
50	5
51	4
52	10
53	8
54	2
55	4
56	6
57	5
58	9
59	9
60	4
61	8
62	4
63	8
64	13
65	10
66	6
67	9
68	4
69	6
70	4
71	8
72	9
73	10
74	6
75	6
76	5
77	4
78	9
79	7
80	3
81	5
82	1
83	3
84	9
85	4
86	6
87	6
88	10
89	5
90	6
91	4
92	10
93	3
94	3
95	5
96	6
97	4
98	12
99	6
100	2
101	7
102	6
103	6
104	1
105	9
106	5
107	7
108	10
109	3
110	7
111	4
112	8
113	5
114	8
115	7
116	5
117	4
118	6
119	4
120	5
121	12
122	4
123	8
124	6
125	5
126	12
127	6
128	11
129	8
130	8
131	6
132	7
133	5
134	4
135	10
136	10
137	6
138	7
139	8
140	9
141	10
142	7
143	8
144	6
145	9
146	6
147	8
148	7
149	11
150	7
151	7
152	3
153	10
154	5
155	9
156	11
157	5
158	4
159	12
160	5
161	6
162	11
163	4
164	6
165	5
166	8
167	9
168	6
169	3
170	4
171	6
172	5
173	7
174	8
175	6
176	8
177	8
178	6
179	9
180	4
181	4
182	7
183	4
184	5
185	7
186	8
187	6
188	10
189	8
190	5
191	9
192	4
193	7
194	4
195	6
196	4
197	7
198	6
199	4
200	8
201	9
202	9
203	8
204	6
205	4
206	9
207	3
208	9
209	6
210	3
211	8
212	5
213	3
214	5
215	5
216	6
217	7
218	6
219	10
220	6
221	6
222	6
223	6
224	8
225	6
226	9
227	10
228	10
229	4
230	5
231	7
232	8
233	3
234	4
235	7
236	9
237	4
238	7
239	4
240	5
241	7
242	7
243	8
244	7
245	6
246	6
247	8
248	7
249	7
250	6
251	7
252	9
253	8
254	2
255	6
256	10
257	7
258	5
259	6
260	9
261	7
262	7
263	4
264	4
265	8
266	8
267	5
268	4
269	7
270	6
271	6
272	9
273	4
274	7
275	1
276	5
277	3
278	2
279	3
280	6
281	5
282	4
283	6
284	7
285	6
286	6
287	2
288	4
289	12
290	6
291	4
292	9
293	5
294	3
295	7
296	8
297	7
298	7
299	7
300	1
301	4
302	3
303	5
304	5
305	6
306	2
307	5
308	4
309	7
310	5
311	6
312	2
313	8
314	7
315	6
316	6
317	4
318	9
319	2
320	11
321	8
322	7
323	8
324	8
325	8
326	4
327	6
328	6
329	2
330	3
331	11
332	1
333	6
334	8
335	8
336	8
337	6
338	6
339	9
340	3
341	6
342	5
343	8
344	5
345	5
346	6
347	9
348	3
349	9
350	6
351	8
352	7
353	4
354	6
355	10
356	7
357	10
358	9
359	3
360	7
361	5
362	4
363	6
364	5
365	5
366	6
367	9
368	3
369	9
370	4
371	5
372	8
373	4
374	10
375	6
376	9
377	10
378	7
379	7
380	3
381	6
382	7
383	7
384	7
385	6
386	8
387	10
388	6
389	6
390	3
391	7
392	3
393	7
394	7
395	8
396	4
397	5
398	6
399	6
400	1
401	9
402	4
403	11
404	4
405	6
406	9
407	9
408	8
409	3
410	12
411	6
412	7
413	4
414	8
415	6
416	4
417	9
418	6
419	6
420	6
421	7
422	6
423	6
424	5
425	7
426	8
427	6
428	5
429	10
430	9
431	7
432	4
433	5
434	8
435	4
436	6
437	4
438	8
439	5
440	7
441	12
442	9
443	4
444	4
445	2
446	4
447	6
448	8
449	8
450	6
451	7
452	11
453	7
454	7
455	10
456	4
457	12
458	6
459	6
460	16
461	8
462	9
463	2
464	5
465	10
466	4
467	7
468	5
469	7
470	7
471	10
472	2
473	5
474	7
475	8
476	7
477	3
478	9
479	9
480	8
481	6
482	13
483	6
484	7
485	10
486	2
487	4
488	2
489	7
490	5
491	5
492	10
493	12
494	11
495	10
496	2
497	7
498	5
499	9
500	4
501	4
502	5
503	6
504	3
505	5
506	7
507	11
508	5
509	9
510	9
511	7
512	6
513	2
514	6
515	5
516	5
517	9
518	2
519	6
520	10
521	7
522	6
523	7
524	8
525	2
526	12
527	7
528	6
529	5
530	8
531	8
532	7
533	7
534	6
535	3
536	7
537	3
538	2
539	5
540	7
541	6
542	2
543	4
544	7
545	5
546	4
547	8
548	5
549	5
550	4
551	7
552	9
553	5
554	5
555	4
556	5
557	7
558	6
559	2
560	4
561	3
562	5
563	12
564	9
565	14
566	6
567	9
568	8
569	10
570	4
571	9
572	6
573	3
574	4
575	3
576	10
577	1
578	12
579	9
580	7
581	7
582	9
583	5
584	7
585	8
586	2
587	7
588	4
589	5
590	8
591	17
592	8
593	6
594	5
595	10
596	8
597	9
598	5
599	7
600	4
601	6
602	2
603	5
604	11
605	8
606	10
607	7
608	6
609	3
610	10
611	5
612	5
613	5
614	7
615	10
616	5
617	5
618	9
619	8
620	8
621	10
622	5
623	9
624	6
625	5
626	11
627	5
628	7
629	6
630	4
631	4
632	8
633	4
634	8
635	11
636	4
637	3
638	7
639	5
640	10
641	9
642	6
643	8
644	6
645	6
646	11
647	7
648	15
649	6
650	11
651	4
652	5
653	5
654	5
655	6
656	2
657	8
658	8
659	10
660	8
661	11
662	7
663	12
664	3
665	6
666	7
667	7
668	6
669	5
670	4
671	14
672	8
673	7
674	5
675	6
676	6
677	4
678	3
679	6
680	4
681	4
682	7
683	6
684	6
685	10
686	5
687	6
688	4
689	7
690	7
691	5
692	4
693	7
694	6
695	7
696	5
697	11
